Year,Gender,Ethnicity,Ethnicity-Short,Name,Count
2012,MALE,WHITE NON HISPANIC,WHITE (NH),Zachary,103
2012,MALE,WHITE NON HISPANIC,WHITE (NH),Zain,10
2012,MALE,WHITE NON HISPANIC,WHITE (NH),Zalmen,12
2012,MALE,WHITE NON HISPANIC,WHITE (NH),Zev,48
2013,MALE,HISPANIC,HISPANIC,Jared,25
2013,MALE,HISPANIC,HISPANIC,Jariel,25
2013,MALE,HISPANIC,HISPANIC,Jason,71
2013,MALE,HISPANIC,HISPANIC,Javier,36
2013,MALE,HISPANIC,HISPANIC,Jaxon,14
2013,MALE,HISPANIC,HISPANIC,Jay,10
2013,MALE,HISPANIC,HISPANIC,Jayce,23
2013,MALE,HISPANIC,HISPANIC,Jaycob,14
2013,MALE,HISPANIC,HISPANIC,Ashton,12
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Nathaniel,45
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,James,48
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Lipa,39
2013,MALE,HISPANIC,HISPANIC,Adrian,135
2013,FEMALE,HISPANIC,HISPANIC,Aaliyah,56
2013,FEMALE,HISPANIC,HISPANIC,Jazmine,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Helen,13
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Massimo,12
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Matilda,18
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Tzipora,16
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Simon,56
2013,FEMALE,HISPANIC,HISPANIC,Esther,21
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Elliot,29
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Sydney,34
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Jasiah,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kimberly,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Rachel,32
2013,MALE,HISPANIC,HISPANIC,Sebastian,185
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Jane,27
2013,MALE,WHITE NON HISPANIC,WHITE (NH),August,27
2013,FEMALE,HISPANIC,HISPANIC,Katelyn,19
2013,FEMALE,HISPANIC,HISPANIC,Destiny,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Abby,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Abigail,34
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ada,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Aisha,18
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ava,70
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Zariah,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Aleena,26
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Ryan,54
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Alexandra,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Alice,35
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Malak,23
2013,MALE,HISPANIC,HISPANIC,Alberto,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Alina,32
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Allison,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Alyssa,27
2013,FEMALE,HISPANIC,HISPANIC,Melany,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Amanda,11
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Ava,150
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Amber,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Amelia,32
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Naomi,43
2013,MALE,HISPANIC,HISPANIC,Tomas,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Amy,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ananya,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Linda,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Anaya,16
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eddie,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Angel,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Angela,56
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Angelina,28
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Joel,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Audrey,31
2013,MALE,HISPANIC,HISPANIC,Jeremiah,94
2013,MALE,HISPANIC,HISPANIC,Jonas,15
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Simcha,30
2013,MALE,BLACK NON HISPANIC,BLACK (NH),David,51
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Anika,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Anna,35
2013,MALE,HISPANIC,HISPANIC,Juan,68
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Sadie,57
2013,FEMALE,HISPANIC,HISPANIC,Jaylee,12
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Emmett,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Annabelle,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Annie,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Annika,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Anya,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Aria,25
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Dina,36
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Yossi,18
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Raymond,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ariana,27
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Arianna,16
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Avraham,48
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ariel,19
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Dominic,18
2013,MALE,HISPANIC,HISPANIC,Jayden,352
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Arya,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ashley,47
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Athena,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Joy,28
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Jada,31
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Zissy,20
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Sofia,122
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Allison,12
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Shania,11
2013,MALE,HISPANIC,HISPANIC,Felipe,12
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Alex,35
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Amadou,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Daphne,14
2013,FEMALE,HISPANIC,HISPANIC,Alexia,24
2013,MALE,HISPANIC,HISPANIC,Levi,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Fatima,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zoe,49
2013,FEMALE,HISPANIC,HISPANIC,Kamila,22
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Natalie,41
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Margaux,12
2013,MALE,BLACK NON HISPANIC,BLACK (NH),King,58
2013,MALE,HISPANIC,HISPANIC,Jayson,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ava,47
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Avery,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ayesha,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Bella,24
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Carina,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Caroline,19
2013,FEMALE,HISPANIC,HISPANIC,Zoe,89
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Catherine,23
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Louis,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Cecilia,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Celine,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Charlotte,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Chelsea,14
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aniya,15
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Jacob,74
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Chloe,122
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Savannah,31
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Dylan,45
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Christina,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Christine,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Cindy,19
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Luke,100
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Claire,33
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Connie,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Crystal,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Cynthia,18
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Fraidy,32
2013,FEMALE,HISPANIC,HISPANIC,Rachel,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lily,25
2013,MALE,HISPANIC,HISPANIC,Milan,14
2013,MALE,HISPANIC,HISPANIC,Emmanuel,53
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eileen,18
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elaine,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Penelope,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elena,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elina,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elise,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Elizabeth,24
2013,FEMALE,HISPANIC,HISPANIC,Kendra,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ella,31
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Gabrielle,33
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ellie,18
2013,MALE,HISPANIC,HISPANIC,Xander,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Emaan,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Emily,92
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Emma,79
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kaylee,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Erin,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eunice,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Eva,28
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Evelyn,36
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Fiona,37
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Grace,51
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hailey,35
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Albert,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hana,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Hannah,46
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sharon,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Inaaya,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Irene,21
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Bryan,24
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Iris,27
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Isabel,13
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Precious,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Isabella,71
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Claire,33
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Isabelle,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Ivy,34
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jamie,11
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Hindy,41
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jannat,11
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Carter,11
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Abdul,20
2013,MALE,HISPANIC,HISPANIC,Marcos,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jasmine,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jenna,14
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Sabrina,24
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jennifer,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jenny,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jessica,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jessie,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Joanna,32
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jocelyn,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Josephine,13
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Rafael,24
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Milo,20
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Joyce,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Julia,15
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Thomas,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kaitlyn,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Karen,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Karina,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kate,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Serena,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Katelyn,12
2013,FEMALE,HISPANIC,HISPANIC,Dayana,13
2013,MALE,HISPANIC,HISPANIC,Pablo,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Katherine,30
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kayla,25
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Jack,212
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Mina,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Keira,13
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Genevieve,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Kelly,16
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lauren,13
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Hannah,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Leila,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Layla,10
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Nadia,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Leah,21
2013,FEMALE,HISPANIC,HISPANIC,Marjorie,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Leela,10
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Musa,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lena,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lillian,10
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Wynter,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Madeline,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Madelyn,14
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Noa,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Madison,29
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Maggie,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Manha,14
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Richard,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Maryam,21
2013,FEMALE,HISPANIC,HISPANIC,Melina,16
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Chaya,175
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Benson,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Maya,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Megan,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Melody,19
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Kayla,35
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Usher,25
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Jerry,18
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Libby,34
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Mia,55
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Imani,22
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Mekhi,17
2013,MALE,HISPANIC,HISPANIC,Johan,32
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Orion,10
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zachary,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Michelle,31
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Miranda,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Naomi,12
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Natalie,25
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Hamza,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Nicole,34
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Nina,18
2013,FEMALE,HISPANIC,HISPANIC,Jazmin,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Olivia,109
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Queenie,12
2013,FEMALE,HISPANIC,HISPANIC,Delilah,44
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Keira,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Raina,12
2013,MALE,HISPANIC,HISPANIC,Jackson,17
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Rebecca,20
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Peyton,31
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Riya,14
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sabrina,12
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Eli,83
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Samantha,21
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Samara,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sara,23
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sarah,43
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sarina,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Scarlett,13
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Ousmane,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Selena,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Selina,22
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Nolan,19
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Shawn,14
2013,MALE,HISPANIC,HISPANIC,Jesus,64
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Adam,151
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Liba,13
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Tyler,90
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Shirley,15
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Heaven,22
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sofia,29
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sophia,124
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sophie,34
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Norah,15
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Stella,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Stephanie,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Summer,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sunny,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sydney,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Syeda,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Sylvia,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tenzin,31
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tiffany,23
2013,MALE,ASIAN AND PACIFIC ISLANDER,AAPI,Lawrence,19
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Tina,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Vanessa,10
2013,MALE,HISPANIC,HISPANIC,Isaias,13
2013,FEMALE,HISPANIC,HISPANIC,Madison,106
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Vicky,20
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Kylee,13
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Victoria,36
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Vivian,41
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Ali,37
2013,MALE,HISPANIC,HISPANIC,Noel,27
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Winnie,26
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zahra,14
2013,FEMALE,HISPANIC,HISPANIC,Maite,10
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zainab,24
2013,FEMALE,HISPANIC,HISPANIC,Joselyn,18
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Morris,11
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Hailey,32
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zara,22
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Anton,11
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zoey,24
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Alma,10
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Leah,43
2013,FEMALE,ASIAN AND PACIFIC ISLANDER,AAPI,Zoya,16
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Raizy,65
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aaliyah,73
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Liliana,21
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Abigail,48
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Abrielle,11
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Adrianna,12
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Reagan,15
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aicha,13
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aisha,21
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aissata,10
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aissatou,14
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alana,16
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alexandra,11
2013,MALE,HISPANIC,HISPANIC,Gabriel,133
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alexis,12
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Boubacar,13
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aliyah,14
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Alyssa,35
2013,MALE,HISPANIC,HISPANIC,Jack,32
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Griffin,16
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amani,10
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amaya,22
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Nicolas,28
2013,FEMALE,WHITE NON HISPANIC,WHITE (NH),Milana,19
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amber,16
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amelia,22
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amina,18
2013,MALE,WHITE NON HISPANIC,WHITE (NH),Elimelech,18
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aminata,30
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amira,14
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Nahla,12
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amirah,12
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Amiyah,18
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Anaya,19
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Angel,13
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Angelina,12
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aniyah,28
2013,MALE,HISPANIC,HISPANIC,Brayan,22
2013,MALE,HISPANIC,HISPANIC,Christian,106
2013,MALE,BLACK NON HISPANIC,BLACK (NH),Aden,27
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aria,14
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ariana,23
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Arianna,48
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ariel,45
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Arielle,27
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Ashley,16
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Asia,12
2013,FEMALE,BLACK NON HISPANIC,BLACK (NH),Aubrey,25
